a01	div	dcode	uzcode	uncode	vcode_n	div_name	district	district_name	upazila	upazila_name	union	union_name	hh_type	a02	a10	a11	a12	a13	a14	a15	a16_dd	a16_mm	a16_yy	a17_dd	a17_mm	a17_yy	a18	a19	a20_dd	a20_mm	a20_yy	a21	flagaddl	sample_type	regnm	flag_org	aez_name	flag_smpl
2037	"30"	39	3936	393689	105.0	"Dhaka"	"39"	"Jamalpur"	"3936"	"Jamalpur Sadar"	"393689"	"Titpalla"	2	233	1	1	98	1	1	1	1	2	2012				118	17						3	"Old Brahmaputra Floodplain"		"Floodplain"	
2038	"30"	39	3936	393689	105.0	"Dhaka"	"39"	"Jamalpur"	"3936"	"Jamalpur Sadar"	"393689"	"Titpalla"	2	247	1	1	98	1	1	1	1	2	2012				118	17						3	"Old Brahmaputra Floodplain"		"Floodplain"	
2039	"30"	39	3936	393689	105.0	"Dhaka"	"39"	"Jamalpur"	"3936"	"Jamalpur Sadar"	"393689"	"Titpalla"	2	261	2	1	99	1	1	1	2	2	2012				118	17						3	"Old Brahmaputra Floodplain"		"Floodplain"	
2040	"30"	39	3936	393689	105.0	"Dhaka"	"39"	"Jamalpur"	"3936"	"Jamalpur Sadar"	"393689"	"Titpalla"	2	275	2	1	99	1	1	1	2	2	2012				118	17						3	"Old Brahmaputra Floodplain"		"Floodplain"	
2041	"30"	39	3961	396119	106.0	"Dhaka"	"39"	"Jamalpur"	"3961"	"Melandaha"	"396119"	"Char Banipakuri"	2	11	2	1	98	1	1	1	10	2	2012				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2042	"30"	39	3961	396119	106.0	"Dhaka"	"39"	"Jamalpur"	"3961"	"Melandaha"	"396119"	"Char Banipakuri"	2	24	2	1	98	1	1	1	12	2	2012				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2043	"30"	39	3961	396119	106.0	"Dhaka"	"39"	"Jamalpur"	"3961"	"Melandaha"	"396119"	"Char Banipakuri"	2	36	1	1	99	1	1	1	9	2	2012				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2044	"30"	39	3961	396119	106.0	"Dhaka"	"39"	"Jamalpur"	"3961"	"Melandaha"	"396119"	"Char Banipakuri"	2	48	1	1	98	1	1	1	9	2	2012				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2045	"30"	39	3961	396119	106.0	"Dhaka"	"39"	"Jamalpur"	"3961"	"Melandaha"	"396119"	"Char Banipakuri"	2	61	2	1	98	1	1	1	9	2	2012				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2046	"30"	39	3961	396119	106.0	"Dhaka"	"39"	"Jamalpur"	"3961"	"Melandaha"	"396119"	"Char Banipakuri"	2	73	2	1	98	1	1	1	9	2	2012				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2047	"30"	39	3961	396119	106.0	"Dhaka"	"39"	"Jamalpur"	"3961"	"Melandaha"	"396119"	"Char Banipakuri"	2	85	1	1	99	1	1	1	9	2	2012				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2048	"30"	39	3961	396119	106.0	"Dhaka"	"39"	"Jamalpur"	"3961"	"Melandaha"	"396119"	"Char Banipakuri"	2	98	2	1	98	1	1	1	9	2	2012				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2049	"30"	39	3961	396119	106.0	"Dhaka"	"39"	"Jamalpur"	"3961"	"Melandaha"	"396119"	"Char Banipakuri"	2	110	2	1	99	1	1	1	10	2	2012				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2050	"30"	39	3961	396119	106.0	"Dhaka"	"39"	"Jamalpur"	"3961"	"Melandaha"	"396119"	"Char Banipakuri"	2	122	2	1	4	1	1	1	11	2	2012				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2051	"30"	39	3961	396119	106.0	"Dhaka"	"39"	"Jamalpur"	"3961"	"Melandaha"	"396119"	"Char Banipakuri"	2	134	2	1	99	1	1	1	10	2	2012				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2052	"30"	39	3961	396119	106.0	"Dhaka"	"39"	"Jamalpur"	"3961"	"Melandaha"	"396119"	"Char Banipakuri"	2	147	2	1	98	1	1	1	10	2	2012				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2053	"30"	39	3961	396119	106.0	"Dhaka"	"39"	"Jamalpur"	"3961"	"Melandaha"	"396119"	"Char Banipakuri"	2	159	2	1	99	1	1	1	10	2	2012				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2054	"30"	39	3961	396119	106.0	"Dhaka"	"39"	"Jamalpur"	"3961"	"Melandaha"	"396119"	"Char Banipakuri"	2	171	2	1	98	1	1	1	12	2	2012				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2055	"30"	39	3961	396119	106.0	"Dhaka"	"39"	"Jamalpur"	"3961"	"Melandaha"	"396119"	"Char Banipakuri"	2	184	2	1	99	1	1	1	10	2	2012				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2056	"30"	39	3961	396119	106.0	"Dhaka"	"39"	"Jamalpur"	"3961"	"Melandaha"	"396119"	"Char Banipakuri"	2	196	2	1	99	1	1	1	11	2	2012				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2057	"30"	39	3961	396119	106.0	"Dhaka"	"39"	"Jamalpur"	"3961"	"Melandaha"	"396119"	"Char Banipakuri"	2	208	2	1	98	1	1	1	12	2	2012				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2058	"30"	39	3961	396119	106.0	"Dhaka"	"39"	"Jamalpur"	"3961"	"Melandaha"	"396119"	"Char Banipakuri"	2	221	2	1	98	1	1	1	12	2	2012				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2059	"30"	39	3961	396119	106.0	"Dhaka"	"39"	"Jamalpur"	"3961"	"Melandaha"	"396119"	"Char Banipakuri"	2	233	2	1	98	1	1	1	11	2	2012				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2060	"30"	39	3961	396119	106.0	"Dhaka"	"39"	"Jamalpur"	"3961"	"Melandaha"	"396119"	"Char Banipakuri"	2	245	2	1	99	1	1	1	11	2	2012				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2061	"30"	39	3985	398521	107.0	"Dhaka"	"39"	"Jamalpur"	"3985"	"Sarishabari"	"398521"	"Bhatara"	2	3	2	1	98	1	1	1	8	2	2012				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2062	"30"	39	3985	398521	107.0	"Dhaka"	"39"	"Jamalpur"	"3985"	"Sarishabari"	"398521"	"Bhatara"	2	15	2	1	98	1	1	1	6	2	2012				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2063	"30"	39	3985	398521	107.0	"Dhaka"	"39"	"Jamalpur"	"3985"	"Sarishabari"	"398521"	"Bhatara"	2	27	2	1	98	1	1	1	5	2	2012				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2064	"30"	39	3985	398521	107.0	"Dhaka"	"39"	"Jamalpur"	"3985"	"Sarishabari"	"398521"	"Bhatara"	2	38	2	1	98	1	1	1	7	2	2012				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2065	"30"	39	3985	398521	107.0	"Dhaka"	"39"	"Jamalpur"	"3985"	"Sarishabari"	"398521"	"Bhatara"	2	50	1	1	98	1	1	1	6	2	2012				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2066	"30"	39	3985	398521	107.0	"Dhaka"	"39"	"Jamalpur"	"3985"	"Sarishabari"	"398521"	"Bhatara"	2	62	2	1	99	1	1	1	7	2	2012				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2067	"30"	39	3985	398521	107.0	"Dhaka"	"39"	"Jamalpur"	"3985"	"Sarishabari"	"398521"	"Bhatara"	2	73	1	1	99	1	1	1	5	2	2012				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2068	"30"	39	3985	398521	107.0	"Dhaka"	"39"	"Jamalpur"	"3985"	"Sarishabari"	"398521"	"Bhatara"	2	85	2	1	98	1	1	1	6	2	2012				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2069	"30"	39	3985	398521	107.0	"Dhaka"	"39"	"Jamalpur"	"3985"	"Sarishabari"	"398521"	"Bhatara"	2	97	2	1	99	1	1	1	7	2	2012				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2070	"30"	39	3985	398521	107.0	"Dhaka"	"39"	"Jamalpur"	"3985"	"Sarishabari"	"398521"	"Bhatara"	2	109	1	1	98	1	1	1	5	2	2012				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2071	"30"	39	3985	398521	107.0	"Dhaka"	"39"	"Jamalpur"	"3985"	"Sarishabari"	"398521"	"Bhatara"	2	120	2	1	99	1	1	1	6	2	2012				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2072	"30"	39	3985	398521	107.0	"Dhaka"	"39"	"Jamalpur"	"3985"	"Sarishabari"	"398521"	"Bhatara"	2	132	2	1	98	1	1	1	8	2	2012				119	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2073	"30"	39	3985	398521	107.0	"Dhaka"	"39"	"Jamalpur"	"3985"	"Sarishabari"	"398521"	"Bhatara"	2	144	2	1	98	1	1	1	7	2	2012				122	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2074	"30"	39	3985	398521	107.0	"Dhaka"	"39"	"Jamalpur"	"3985"	"Sarishabari"	"398521"	"Bhatara"	2	155	1	1	99	1	1	1	8	2	2012				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2075	"30"	39	3985	398521	107.0	"Dhaka"	"39"	"Jamalpur"	"3985"	"Sarishabari"	"398521"	"Bhatara"	2	167	2	1	99	1	1	1	7	2	2012				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2076	"30"	39	3985	398521	107.0	"Dhaka"	"39"	"Jamalpur"	"3985"	"Sarishabari"	"398521"	"Bhatara"	2	179	2	1	98	1	1	1	7	2	2012				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2077	"30"	39	3985	398521	107.0	"Dhaka"	"39"	"Jamalpur"	"3985"	"Sarishabari"	"398521"	"Bhatara"	2	190	2	1	99	1	1	1	6	2	2012				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2078	"30"	39	3985	398521	107.0	"Dhaka"	"39"	"Jamalpur"	"3985"	"Sarishabari"	"398521"	"Bhatara"	2	202	2	1	98	1	1	1	5	2	2012				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2079	"30"	39	3985	398521	107.0	"Dhaka"	"39"	"Jamalpur"	"3985"	"Sarishabari"	"398521"	"Bhatara"	2	214	2	1	98	1	1	1	5	2	2012				118	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2080	"30"	39	3985	398521	107.0	"Dhaka"	"39"	"Jamalpur"	"3985"	"Sarishabari"	"398521"	"Bhatara"	2	226	2	1	99	1	1	1	5	2	2012				111	17						3	"Young Brahmaputra and Jamuna"		"Floodplain"	
2081	"40"	41	4111	411143	189.0	"Khulna"	"41"	"Jessore"	"4111"	"Chaugachha"	"411143"	"Swarupdaha"	2	1	2	1	98	1	1	1	25	1	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2082	"40"	41	4111	411143	189.0	"Khulna"	"41"	"Jessore"	"4111"	"Chaugachha"	"411143"	"Swarupdaha"	2	18	2	1	98	1	1	1	26	1	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2083	"40"	41	4111	411143	189.0	"Khulna"	"41"	"Jessore"	"4111"	"Chaugachha"	"411143"	"Swarupdaha"	2	26	2	1	99	1	1	1	23	1	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2084	"40"	41	4111	411143	189.0	"Khulna"	"41"	"Jessore"	"4111"	"Chaugachha"	"411143"	"Swarupdaha"	2	39	2	1	98	1	1	1	25	1	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2085	"40"	41	4111	411143	189.0	"Khulna"	"41"	"Jessore"	"4111"	"Chaugachha"	"411143"	"Swarupdaha"	2	51	2	1	98	1	1	1	24	1	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2086	"40"	41	4111	411143	189.0	"Khulna"	"41"	"Jessore"	"4111"	"Chaugachha"	"411143"	"Swarupdaha"	2	64	2	1	98	1	1	1	25	1	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2087	"40"	41	4111	411143	189.0	"Khulna"	"41"	"Jessore"	"4111"	"Chaugachha"	"411143"	"Swarupdaha"	2	77	2	1	98	1	1	1	23	1	2012	24	1	2012	116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2088	"40"	41	4111	411143	189.0	"Khulna"	"41"	"Jessore"	"4111"	"Chaugachha"	"411143"	"Swarupdaha"	2	89	2	1	98	1	1	1	24	1	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2089	"40"	41	4111	411143	189.0	"Khulna"	"41"	"Jessore"	"4111"	"Chaugachha"	"411143"	"Swarupdaha"	2	102	2	1	98	1	1	1	24	1	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2090	"40"	41	4111	411143	189.0	"Khulna"	"41"	"Jessore"	"4111"	"Chaugachha"	"411143"	"Swarupdaha"	2	115	2	1	98	1	1	1	22	1	2012	23	1	2012	112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2091	"40"	41	4111	411143	189.0	"Khulna"	"41"	"Jessore"	"4111"	"Chaugachha"	"411143"	"Swarupdaha"	2	127	2	1	98	1	1	1	22	1	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2092	"40"	41	4111	411143	189.0	"Khulna"	"41"	"Jessore"	"4111"	"Chaugachha"	"411143"	"Swarupdaha"	2	140	1	1	98	1	1	1	23	1	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2093	"40"	41	4111	411143	189.0	"Khulna"	"41"	"Jessore"	"4111"	"Chaugachha"	"411143"	"Swarupdaha"	2	153	1	1	99	1	1	1	23	1	2012	24	1	2012	113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2094	"40"	41	4111	411143	189.0	"Khulna"	"41"	"Jessore"	"4111"	"Chaugachha"	"411143"	"Swarupdaha"	2	165	2	1	98	1	1	1	23	1	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2095	"40"	41	4111	411143	189.0	"Khulna"	"41"	"Jessore"	"4111"	"Chaugachha"	"411143"	"Swarupdaha"	2	178	2	1	98	1	1	1	24	1	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2096	"40"	41	4111	411143	189.0	"Khulna"	"41"	"Jessore"	"4111"	"Chaugachha"	"411143"	"Swarupdaha"	2	191	2	1	98	1	1	1	22	1	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2097	"40"	41	4111	411143	189.0	"Khulna"	"41"	"Jessore"	"4111"	"Chaugachha"	"411143"	"Swarupdaha"	2	203	2	1	4	1	1	1	26	1	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2098	"40"	41	4111	411143	189.0	"Khulna"	"41"	"Jessore"	"4111"	"Chaugachha"	"411143"	"Swarupdaha"	2	216	2	1	99	1	1	1	23	1	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2099	"40"	41	4111	411143	189.0	"Khulna"	"41"	"Jessore"	"4111"	"Chaugachha"	"411143"	"Swarupdaha"	2	229	2	1	98	1	1	1	22	1	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2100	"40"	41	4111	411143	189.0	"Khulna"	"41"	"Jessore"	"4111"	"Chaugachha"	"411143"	"Swarupdaha"	2	241	2	1	98	1	1	1	26	1	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2101	"40"	41	4138	413828	191.0	"Khulna"	"41"	"Jessore"	"4138"	"Keshabpur"	"413828"	"Keshabpur"	2	9	2	1	98	1	1	1	29	1	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2102	"40"	41	4138	413828	191.0	"Khulna"	"41"	"Jessore"	"4138"	"Keshabpur"	"413828"	"Keshabpur"	2	23	2	1	99	1	1	1	29	1	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2103	"40"	41	4138	413828	191.0	"Khulna"	"41"	"Jessore"	"4138"	"Keshabpur"	"413828"	"Keshabpur"	2	37	2	1	99	1	1	1	29	1	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2104	"40"	41	4138	413828	191.0	"Khulna"	"41"	"Jessore"	"4138"	"Keshabpur"	"413828"	"Keshabpur"	2	52	1	1	99	1	1	1	31	1	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2105	"40"	41	4138	413828	191.0	"Khulna"	"41"	"Jessore"	"4138"	"Keshabpur"	"413828"	"Keshabpur"	2	66	2	1	99	1	1	1	29	1	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2106	"40"	41	4138	413828	191.0	"Khulna"	"41"	"Jessore"	"4138"	"Keshabpur"	"413828"	"Keshabpur"	2	81	2	1	98	1	1	1	2	2	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2107	"40"	41	4138	413828	191.0	"Khulna"	"41"	"Jessore"	"4138"	"Keshabpur"	"413828"	"Keshabpur"	2	95	2	1	99	1	1	1	1	2	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2108	"40"	41	4138	413828	191.0	"Khulna"	"41"	"Jessore"	"4138"	"Keshabpur"	"413828"	"Keshabpur"	2	110	2	1	99	1	1	1	31	1	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2109	"40"	41	4138	413828	191.0	"Khulna"	"41"	"Jessore"	"4138"	"Keshabpur"	"413828"	"Keshabpur"	2	124	2	1	98	1	1	1	30	1	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2110	"40"	41	4138	413828	191.0	"Khulna"	"41"	"Jessore"	"4138"	"Keshabpur"	"413828"	"Keshabpur"	2	139	2	1	98	1	1	1	30	1	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2111	"40"	41	4138	413828	191.0	"Khulna"	"41"	"Jessore"	"4138"	"Keshabpur"	"413828"	"Keshabpur"	2	153	2	1	98	2	1	1	29	1	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2112	"40"	41	4138	413828	191.0	"Khulna"	"41"	"Jessore"	"4138"	"Keshabpur"	"413828"	"Keshabpur"	2	167	2	1	99	2	1	1	2	2	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2113	"40"	41	4138	413828	191.0	"Khulna"	"41"	"Jessore"	"4138"	"Keshabpur"	"413828"	"Keshabpur"	2	182	2	1	99	2	1	1	30	1	2012	31	1	2012	116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2114	"40"	41	4138	413828	191.0	"Khulna"	"41"	"Jessore"	"4138"	"Keshabpur"	"413828"	"Keshabpur"	2	196	2	1	98	2	1	1	1	2	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2115	"40"	41	4138	413828	191.0	"Khulna"	"41"	"Jessore"	"4138"	"Keshabpur"	"413828"	"Keshabpur"	2	211	2	1	99	2	1	1	31	1	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2116	"40"	41	4138	413828	191.0	"Khulna"	"41"	"Jessore"	"4138"	"Keshabpur"	"413828"	"Keshabpur"	2	225	2	1	98	2	1	1	31	1	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2117	"40"	41	4138	413828	191.0	"Khulna"	"41"	"Jessore"	"4138"	"Keshabpur"	"413828"	"Keshabpur"	2	240	2	1	99	2	1	1	30	1	2012	31	1	2012	113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2118	"40"	41	4138	413828	191.0	"Khulna"	"41"	"Jessore"	"4138"	"Keshabpur"	"413828"	"Keshabpur"	2	254	2	1	98	2	1	1	31	1	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2119	"40"	41	4138	413828	191.0	"Khulna"	"41"	"Jessore"	"4138"	"Keshabpur"	"413828"	"Keshabpur"	2	269	2	1	98	2	1	1	2	2	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2120	"40"	41	4138	413828	191.0	"Khulna"	"41"	"Jessore"	"4138"	"Keshabpur"	"413828"	"Keshabpur"	2	283	1	1	99	2	1	1	1	2	2012	2	2	2012	113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2121	"40"	41	4147	414771	193.0	"Khulna"	"41"	"Jessore"	"4147"	"Kotwali"	"414771"	"Kachua"	2	8	2	1	98	1	1	1	16	1	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2122	"40"	41	4147	414771	193.0	"Khulna"	"41"	"Jessore"	"4147"	"Kotwali"	"414771"	"Kachua"	2	18	2	1	98	1	1	1	18	1	2012	19	1	2012	112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2123	"40"	41	4147	414771	193.0	"Khulna"	"41"	"Jessore"	"4147"	"Kotwali"	"414771"	"Kachua"	2	27	2	1	98	1	1	1	16	1	2012	17	1	2012	112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2124	"40"	41	4147	414771	193.0	"Khulna"	"41"	"Jessore"	"4147"	"Kotwali"	"414771"	"Kachua"	2	37	2	1	98	1	1	1	15	1	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2125	"40"	41	4147	414771	193.0	"Khulna"	"41"	"Jessore"	"4147"	"Kotwali"	"414771"	"Kachua"	2	47	1	1	99	1	1	1	18	1	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2126	"40"	41	4147	414771	193.0	"Khulna"	"41"	"Jessore"	"4147"	"Kotwali"	"414771"	"Kachua"	2	56	2	1	99	1	1	1	15	1	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2127	"40"	41	4147	414771	193.0	"Khulna"	"41"	"Jessore"	"4147"	"Kotwali"	"414771"	"Kachua"	2	66	2	1	98	1	1	1	16	1	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2128	"40"	41	4147	414771	193.0	"Khulna"	"41"	"Jessore"	"4147"	"Kotwali"	"414771"	"Kachua"	2	76	2	1	6	1	1	1	17	1	2012	18	1	2012	113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2129	"40"	41	4147	414771	193.0	"Khulna"	"41"	"Jessore"	"4147"	"Kotwali"	"414771"	"Kachua"	2	86	2	1	99	1	1	1	19	1	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2130	"40"	41	4147	414771	193.0	"Khulna"	"41"	"Jessore"	"4147"	"Kotwali"	"414771"	"Kachua"	2	95	2	1	99	1	1	1	16	1	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2131	"40"	41	4147	414771	193.0	"Khulna"	"41"	"Jessore"	"4147"	"Kotwali"	"414771"	"Kachua"	2	105	2	1	98	1	1	1	15	1	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2132	"40"	41	4147	414771	193.0	"Khulna"	"41"	"Jessore"	"4147"	"Kotwali"	"414771"	"Kachua"	2	115	2	1	99	1	1	1	17	1	2012				112	16						2	"High Ganges River Floodplain"		"Floodplain"	
2133	"40"	41	4147	414771	193.0	"Khulna"	"41"	"Jessore"	"4147"	"Kotwali"	"414771"	"Kachua"	2	124	2	1	98	1	1	1	15	1	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2134	"40"	41	4147	414771	193.0	"Khulna"	"41"	"Jessore"	"4147"	"Kotwali"	"414771"	"Kachua"	2	134	2	1	99	1	1	1	16	1	2012	17	1	2012	113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2135	"40"	41	4147	414771	193.0	"Khulna"	"41"	"Jessore"	"4147"	"Kotwali"	"414771"	"Kachua"	2	144	2	1	99	1	1	1	17	1	2012				113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2136	"40"	41	4147	414771	193.0	"Khulna"	"41"	"Jessore"	"4147"	"Kotwali"	"414771"	"Kachua"	2	153	2	1	99	1	1	1	18	1	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2137	"40"	41	4147	414771	193.0	"Khulna"	"41"	"Jessore"	"4147"	"Kotwali"	"414771"	"Kachua"	2	163	1	1	99	1	1	1	17	1	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2138	"40"	41	4147	414771	193.0	"Khulna"	"41"	"Jessore"	"4147"	"Kotwali"	"414771"	"Kachua"	2	173	2	1	99	1	1	1	19	1	2012				116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2139	"40"	41	4147	414771	193.0	"Khulna"	"41"	"Jessore"	"4147"	"Kotwali"	"414771"	"Kachua"	2	183	2	1	99	1	1	1	18	1	2012	19	1	2012	116	16						2	"High Ganges River Floodplain"		"Floodplain"	
2140	"40"	41	4147	414771	193.0	"Khulna"	"41"	"Jessore"	"4147"	"Kotwali"	"414771"	"Kachua"	2	192	2	1	98	1	1	1	18	1	2012	19	1	2012	113	16						2	"High Ganges River Floodplain"		"Floodplain"	
2141	"40"	41	4161	416183	195.0	"Khulna"	"41"	"Jessore"	"4161"	"Manirampur"	"416183"	"Nehalpur"	2	1	2	1	98	1	1	1	6	2	2012				116	16						2	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
2142	"40"	41	4161	416183	195.0	"Khulna"	"41"	"Jessore"	"4161"	"Manirampur"	"416183"	"Nehalpur"	2	15	2	1	98	1	1	1	6	2	2012	7	2	2012	116	16						2	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
2143	"40"	41	4161	416183	195.0	"Khulna"	"41"	"Jessore"	"4161"	"Manirampur"	"416183"	"Nehalpur"	2	30	2	1	98	1	1	1	7	2	2012	9	2	2012	116	16						2	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
2144	"40"	41	4161	416183	195.0	"Khulna"	"41"	"Jessore"	"4161"	"Manirampur"	"416183"	"Nehalpur"	2	44	2	1	99	1	1	1	5	2	2012				116	16						2	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
2145	"40"	41	4161	416183	195.0	"Khulna"	"41"	"Jessore"	"4161"	"Manirampur"	"416183"	"Nehalpur"	2	58	2	1	98	1	1	1	6	2	2012	8	2	2012	113	16						2	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
2146	"40"	41	4161	416183	195.0	"Khulna"	"41"	"Jessore"	"4161"	"Manirampur"	"416183"	"Nehalpur"	2	72	2	1	99	1	1	1	7	2	2012	8	2	2012	116	16						2	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
2147	"40"	41	4161	416183	195.0	"Khulna"	"41"	"Jessore"	"4161"	"Manirampur"	"416183"	"Nehalpur"	2	86	2	1	99	1	1	1	8	2	2012	9	2	2012	116	16						2	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
2148	"40"	41	4161	416183	195.0	"Khulna"	"41"	"Jessore"	"4161"	"Manirampur"	"416183"	"Nehalpur"	2	101	1	1	99	1	1	1	5	2	2012	6	2	2012	112	16						2	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
2149	"40"	41	4161	416183	195.0	"Khulna"	"41"	"Jessore"	"4161"	"Manirampur"	"416183"	"Nehalpur"	2	115	2	1	99	1	1	1	5	2	2012				112	16						2	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
2150	"40"	41	4161	416183	195.0	"Khulna"	"41"	"Jessore"	"4161"	"Manirampur"	"416183"	"Nehalpur"	2	129	2	1	98	1	1	1	6	2	2012	7	2	2012	112	16						2	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
